Row.names	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	AME	AOH	ms_level	05_EB3388_AOH_p_0.mzXML	06_EB3389_AOH_p_10.mzXML	07_EB3390_AOH_p_20.mzXML	08_EB3391_AOH_p_60.mzXML	16_EB3392_AME_p_0.mzXML	17_EB3393_AME_p_10.mzXML	18_EB3394_AME_p_20.mzXML	19_EB3395_AME_p_60.mzXML	row ID	annotation network number	best ion	identified by n=	partners	neutral M mass	correlation group ID	auto MS2 verify
FT111	249.184474984563	249.184091537653	249.184750014279	596.0575	595.827	596.281	6	3	3	1	NA	401869.808673441	632360.244974925	1420926.51226707	117593.404730989	366254.224808156	617304.494507105	1425533.5209375	111	NA	NA	NA	NA	NA	14	NA
FT112	250.177025144326	250.176687708716	250.17741476904	703.778	703.766	703.792	8	4	4	1	1200322.63506563	1050499.23220094	668336.018687058	717516.461067696	1291633.64198046	765117.167013898	1031369.77786992	304840.290679132	112	112	[M+Na]+	4	74;75;155	227.192015136659	41	NA
FT113	250.176867290371	250.17671952788	250.177224700472	698.945	698.939	698.967	7	4	3	1	416239.009771199	402888.881862309	252708.43510045	NA	821366.817990461	454349.638225436	628809.918299361	146789.193105472	113	NA	NA	NA	NA	NA	41	NA
FT114	251.069967686364	251.069954724325	251.070128972344	560.279	559.834	560.303	3	0	3	1	348677.64438161	365984.970749997	277134.747011719	30828.0656068359	NA	NA	NA	NA	114	88	[M+H-C2H4]+	2	191	278.093905677769	36	NA
FT115	251.164127653682	251.163663623099	251.164194205159	535.7105	535.7	535.727	6	2	4	1	458957.436626424	471657.540852266	431002.041378198	354561.247422842	406381.176573157	280722.870011724	24188.9759134565	17768.1131883871	115	NA	NA	NA	NA	NA	41	NA
FT116	251.200190676849	251.199814224	251.200580877472	586.4005	586.164	586.63	8	4	4	1	713247.190866466	1511595.96340626	2009592.9114844	3802295.95757816	703577.656967175	1351456.3018732	1994824.84083453	3669409.55827349	116	118	[M+H-H2O]+	11	160;161;162;163;236;237;641;569;131;123	268.207042335451	41	NA
FT117	251.199831683607	251.199570243581	251.200049993175	616.459	616.448	616.899	3	2	1	1	NA	24663.9857872315	78155.4778632814	607638.029765622	24380.5554838868	140384.537056641	256435.41085938	740799.267499996	117	19	[M+K+HCOOH]+	3	54;207	166.235185441554	12	NA
FT118	251.236268305452	251.235876437257	251.236563110282	651.3435	651.125	651.564	4	2	2	1	1510.21066854422	2185.67115856933	387559.384895829	1102843.30419685	16501.0305652814	115573.226280849	314290.706858395	980646.794293679	118	NA	NA	NA	NA	NA	10	NA
FT119	252.158914388899	252.158693452548	252.159260155289	614.2595	614.247	614.274	8	4	4	1	325858.346204595	331659.630767367	309866.270721674	301554.646628413	344834.684266499	346723.203013275	313766.466668833	258022.523187937	119	NA	NA	NA	NA	NA	41	NA
FT120	252.203489316398	252.203141374372	252.20366288114	586.6175	586.18	586.632	4	2	2	1	NA	13897.5020807292	313917.362579427	660239.473201167	76407.8219688803	36584.1007976832	286089.561430663	640485.020435556	120	NA	NA	NA	NA	NA	41	NA
FT121	253.177052511085	253.176550274595	253.177277058518	596.712	596.695	596.721	7	3	4	1	2944138.53800071	2130354.2591422	324460.394249136	523667.392838426	407761.721968743	274618.278461367	NA	261403.033048824	121	27	[M+H]+	3	15;176	252.175854344152	14	NA
FT122	253.177098806545	253.176769398124	253.177313714429	568.1935	568.172	568.635	6	2	4	1	3459133.55725917	2817829.4429801	363400.490177092	475646.472808165	375088.711990013	234072.84845312	NA	NA	122	NA	NA	NA	NA	NA	41	NA
FT123	253.179704168303	253.179330786609	253.179873824876	539.214	539.21	539.249	4	1	3	1	312653.722864065	313325.794771877	273617.734390196	264110.692882256	242589.588134765	11163.9449302456	14663.6403311943	7917.60715625004	123	118	[M+H-CH4]+	11	160;161;162;163;236;237;641;569;131;116	268.207042335451	41	NA
FT124	253.21591171245	253.21553729571	253.216198941863	603.2785	599.331	603.303	12	3	4	1	416153.334701559	653223.186999295	688964.389879267	744588.248113285	431728.033078123	569691.344167966	678046.013367834	NA	124	NA	NA	NA	NA	NA	41	NA
FT125	253.215822763498	253.215452084239	253.216061094475	609.881	609.864	610.323	6	3	3	1	NA	390802.436937499	699063.488535166	2022953.54498795	23866.3485487966	394188.001086642	777876.087428572	2029740.66841344	125	NA	NA	NA	NA	NA	32	NA
FT126	253.215805992509	253.215402012822	253.216039781515	570.822	570.809	570.832	6	3	3	1	5338.41654825845	464047.965790617	593885.443668329	1213205.76895313	118874.839415234	400771.899313802	610493.56484765	1115851.40863635	126	NA	NA	NA	NA	NA	41	NA
FT127	253.251993482991	253.251697629573	253.252204599513	615.803	615.581	616.028	4	2	2	1	NA	92683.5886029575	231980.372984377	483379.523463102	28428.700377267	197129.804570147	277196.700749563	486681.686867579	127	NA	NA	NA	NA	NA	12	NA
FT128	254.18052334128	254.180411031081	254.180635651479	596.6965	596.695	596.698	2	0	2	1	357630.491505638	252504.911718746	15237.1429824043	7658.17119820726	NA	NA	NA	NA	128	NA	NA	NA	NA	NA	14	NA
FT129	254.1805896295	254.180501657671	254.18067760133	568.1735	568.172	568.175	2	0	2	1	459445.160773236	348292.770050785	11960.6185369873	8266.73014934432	NA	2089.92614774868	NA	NA	129	NA	NA	NA	NA	NA	41	NA
FT130	255.158500245318	255.158446179703	255.158619665276	486.131	486.121	486.138	3	3	0	1	NA	NA	NA	NA	NA	243432.106353516	319773.343755211	316418.338901561	130	NA	NA	NA	NA	NA	76	NA
FT131	255.210013253535	255.209744873508	255.210378258514	686.6645	686.23	686.685	8	4	4	1	824345.330951403	760187.253172666	787563.846844521	953987.875795312	899136.286859382	820570.199293756	774661.884358487	917664.82029901	131	118	[M+H-CH2]+	11	160;161;162;163;236;237;641;569;116;123	268.207042335451	41	NA
FT132	255.231261291465	255.230955844391	255.231624716872	621.284	619.516	623.487	16	4	4	1	1111053.25905313	2095336.42453817	1526981.51522784	2388235.5343359	400943.100725589	941818.612807615	1305776.84211914	2189999.34075178	132	92	[M+H-H2O]+	2	247	272.236111819581	37	NA
FT133	256.234579445109	256.234274135585	256.234871696394	623.046	619.534	623.487	8	3	2	1	NA	117468.087712054	379293.242783202	451945.831618929	20805.2663256113	340200.705360247	432163.036871878	527593.859235353	133	NA	NA	NA	NA	NA	41	NA
FT134	256.262802779562	256.26257633571	256.263205440316	681.837	681.825	681.851	8	4	4	1	1359418.00311095	1226094.39211486	1065484.4205729	1143514.46957341	1278323.5465172	993610.492500008	1462561.65577029	939825.334284377	134	NA	NA	NA	NA	NA	40	NA
FT135	256.263254569134	256.26321288492	256.263296253348	474.2745	472.966	475.583	2	0	2	1	761684.56722461	NA	7485.92830292216	980365.98316927	4312.80617975174	21636.2820236346	7294.37069565942	NA	135	10	[M+H-H2O]+	3	171;253	273.267386943731	5	NA
FT136	257.150922615404	257.150804082961	257.151060152043	574.764	574.754	574.78	4	0	4	1	371109.893535149	333620.78327969	301152.205416017	236945.821529302	1384.80240319823	NA	NA	NA	136	59	[M+Na]+	2	87	234.161579389672	23	NA
FT137	257.210669278445	257.210295719888	257.210979465054	559.856	559.837	560.301	6	3	3	1	NA	310196.96963107	471936.236165626	1177480.20871447	43682.6283086995	291752.56094184	481939.119562496	1216764.00517757	137	NA	NA	NA	NA	NA	36	NA
FT138	259.059957684463	259.059458199718	259.060130386639	464.199	464.173	464.635	7	3	4	1	30559245.1125716	28140446.4743027	25910671.9539374	21602710.7031497	5953.77376041668	1542949.04304928	2427801.36097084	3799132.89438583	138	NA	NA	NA	NA	NA	6	NA
FT139	259.130405464678	259.130348157752	259.130426036707	535.702	535.7	535.727	3	0	3	1	296804.344966148	298200.318308587	265188.818730463	246843.126659109	NA	NA	NA	NA	139	130	[M+2H]2+	9	758;759;788;782;102;102;599;434	516.225994542125	41	NA
FT140	259.166685430514	259.166674919262	259.166771721238	551.503	551.5	551.526	3	0	3	1	293636.447361111	246415.312918401	253387.543088865	286708.949460099	NA	4577.51786077007	NA	NA	140	NA	NA	NA	NA	NA	41	NA
FT141	259.205046212698	259.204638884795	259.205259462187	633.573	633.572	633.582	3	1	2	1	33503.9234591191	163602.250035493	216813.039500486	606857.744370608	55519.9929741717	40419.2746165365	71197.3941126079	668508.572156963	141	NA	NA	NA	NA	NA	11	NA
FT142	260.063329405903	260.062827199606	260.063477508438	464.194	464.173	464.635	6	2	4	1	4709491.11991241	4318283.3622065	3905431.14572654	3294812.69790124	NA	NA	321306.495509231	528757.347521481	142	NA	NA	NA	NA	NA	6	NA
FT143	261.220621507827	261.220424177965	261.221091203457	622.585	619.074	622.602	7	3	2	1	309227.470371093	NA	805916.786332713	1774.441050354	350155.188574221	904607.950491207	554912.163831254	704688.505321022	143	120	[M+H-C4H8]+	8	425;43;495;496;498;576;268	316.275172810063	41	NA
FT144	261.220712878335	261.2204716124	261.221012095626	627.863	627.854	627.878	4	2	2	1	3025.66415386091	246979.725752609	345069.417724609	8932.39270418574	59085.3041698651	25344.3171275111	368296.103862851	927324.169675012	144	70	[M+H-H2O]+	2	194	278.225173512255	30	NA
FT145	262.237458280369	262.236989280376	262.237833645048	429.966	427.768	433.895	4	2	2	1	1191585.46196777	7229.70384521485	1719.9832397461	2005187.5452022	NA	613803.028323013	1974.70391558479	1125545.80733985	145	NA	NA	NA	NA	NA	55	NA
FT146	263.056227460035	263.056216545757	263.056238374313	504.1065	504.105	504.108	2	0	2	1	260851.04172526	262600.10021924	212898.371573785	99722.7689133394	NA	NA	NA	NA	146	131	[M+2H-H2O]2+	5	792;793;795;796	542.119470166908	41	NA
FT147	263.236402621541	263.235971049831	263.236724853516	639.7165	639.699	640.162	8	4	4	1	2231684.6327798	3465764.5613143	3624385.24739587	4514895.00797304	2374755.29959559	3372282.75202474	3835739.82743503	4560001.56461363	147	NA	NA	NA	NA	NA	20	NA
FT148	263.236352135483	263.236009042541	263.236441475164	615.5815	615.567	615.59	6	3	3	1	1612.07337425916	346533.662673607	564629.058394176	1071522.56237813	18715.6100917212	377516.601410597	594272.530687489	1086897.2754297	148	NA	NA	NA	NA	NA	12	NA
FT149	263.236549817577	263.236508655082	263.236664161394	678.757	673.491	678.759	3	0	2	1	378734.3038746	406264.138358204	258952.578109761	465241.555121966	16140.6908637526	3249.21486136178	NA	3388.27578010504	149	104	[2M+3H]3+	9	618;693;744;719;720;780;574;480	393.335071060765	40	NA
FT150	264.239747344819	264.239346796548	264.240050995536	639.7205	639.699	640.162	8	4	4	1	307051.781776481	549507.373385942	694004.974015403	860428.388401194	314482.308922852	497563.075685157	691825.480048826	850206.541167057	150	NA	NA	NA	NA	NA	20	NA
FT151	265.176924939054	265.176594437875	265.177298642142	559.8555	559.837	560.294	6	3	3	1	32347.6001666014	614679.10380702	833837.416661919	1772143.7163281	31291.1862539061	383664.826400918	604051.723433588	1424584.34571201	151	89	[M+H-CO2]+	2	462	308.161109879485	36	NA
FT152	265.251967695272	265.251579379705	265.25252564836	656.828	656.381	656.843	8	4	4	1	664554.062082035	2550240.18033307	3003847.85914844	3607795.30979297	542790.130512792	2029142.76987108	2260922.27562931	3121679.48645899	152	NA	NA	NA	NA	NA	22	NA
FT153	265.251801353483	265.251499521539	265.251980357956	694.341	689.73	694.577	10	4	4	1	662384.430662511	658978.949965903	629476.06629688	655086.414036217	532638.267813798	506428.698659722	544161.412088541	573186.768464838	153	NA	NA	NA	NA	NA	13	NA
FT154	266.172370806879	266.171970168266	266.172736716358	490.0825	490.066	490.506	8	4	4	1	1170214.52513139	1291059.90163593	1203570.6412918	1188644.80060901	598096.677214133	496004.742618748	562930.153210222	527222.278356538	154	144	[M+Na]+	3	97;72	243.183931657336	44	NA
FT155	266.171752929688	266.17161767194	266.172291454216	703.769	698.939	703.792	11	3	4	1	635712.099052529	559696.00694791	335389.142339841	371852.162753905	669372.246562504	384811.805966806	542793.972301753	133337.545802445	155	112	[M+K]+	4	74;75;112	227.192015136659	41	NA
FT156	266.255200349329	266.254905343498	266.255480482204	656.828	656.397	656.843	6	3	3	1	1673.97976328823	393285.15852539	467065.692435774	575450.602289064	112143.272378715	281103.306363842	408539.192554248	528277.316544142	156	NA	NA	NA	NA	NA	22	NA
FT157	267.171471659631	267.171159939263	267.171815473273	598.017	597.592	598.038	8	4	4	1	876585.101328134	939447.589996088	925999.164987299	951690.196950384	1206462.82648297	1161088.65935797	1058652.23294531	1127111.27214217	157	NA	NA	NA	NA	NA	41	NA
FT158	267.19264623524	267.192264720404	267.192913978758	575.669	575.649	579.608	7	3	2	1	NA	58542.1822772041	415798.677660352	513482.172418361	8533.77642166572	202168.736630859	250525.501714286	463332.761256013	158	NA	NA	NA	NA	NA	23	NA
FT159	267.228761114179	267.228529529042	267.22911541892	678.769	678.757	678.783	8	4	4	1	758863.614574216	1000359.82186327	686484.616277777	1765832.82286795	1297544.61924064	676368.93025	836310.469171874	948441.284999603	159	NA	NA	NA	NA	NA	40	NA
FT160	269.210154850937	269.207875862353	269.210692624188	616.6825	616.036	618.664	10	4	4	1	284070.077179691	199357.206857143	340734.610285715	1463971.77687744	282418.361415627	197522.11938802	436648.880279781	1368717.39184658	160	118	[M+H]+	11	161;162;163;236;237;641;569;131;116;123	268.207042335451	41	NA
FT161	269.208148105859	269.207894692269	269.208553537798	625.668	625.657	625.683	8	4	4	1	407520.705768236	430800.726707032	418574.205537761	558639.923663665	602607.787329551	493197.867496453	419652.607983974	506136.638495303	161	118	[M+H]+	11	160;162;163;236;237;641;569;131;116;123	268.207042335451	41	NA
FT162	269.210522046139	269.21033734029	269.210890324912	586.613	586.18	586.622	3	2	1	1	NA	NA	4890.81960117187	525061.28577083	30463.5386484374	156103.540846631	192931.643708707	513833.355308894	162	118	[M+H]+	11	160;161;163;236;237;641;569;131;116;123	268.207042335451	41	NA
FT163	269.225641667539	269.225285492649	269.226021111182	686.67	686.66	686.685	8	4	4	1	1717365.85153439	1655215.46158479	1738545.67146248	1874241.8103172	1741889.39966251	1699471.57039376	1602584.45245223	2024465.4489469	163	118	[M+H]+	11	160;161;162;236;237;641;569;131;116;123	268.207042335451	41	NA
FT164	270.228981102777	270.228654304368	270.229312605999	686.67	686.66	686.685	8	4	4	1	306739.986591806	346084.877468748	341067.252567704	302843.249142857	349803.590645405	310283.039028651	351393.774445309	427067.619964133	164	NA	NA	NA	NA	NA	41	NA
FT165	271.187404668008	271.187154007425	271.187868865393	510.704	510.692	510.714	6	4	2	1	1444.63983844919	1396.93760123329	387170.539716796	719104.62221875	545653.569534379	425706.820388022	394767.651917414	659597.262612494	165	NA	NA	NA	NA	NA	41	NA
FT166	272.257945545868	272.257709118076	272.258349072297	480.435	479.548	484.375	3	2	1	1	4016.93510195314	NA	NA	526985.361749999	8211.46220039066	409996.673921008	5624.65856132815	354199.09928353	166	146	[M+H]+	2	81	271.250791690036	54	NA
FT167	273.07531716666	273.074868492757	273.07572806108	546.9035	546.673	547.139	8	4	4	1	1615625.48819259	1198222.90156732	992450.881714287	582783.662333985	54656119.3303124	42624405.4315622	36406572.3641937	22132488.9051429	167	8	[M+H]+	2	245	272.067924222049	3	NA
FT168	273.179355588037	273.179114886497	273.179840341143	681.412	680.967	681.832	8	4	4	1	416228.667285157	446322.422731334	401108.791579854	408231.046420303	403259.499953566	372873.085785595	338939.129783199	328530.90112695	168	NA	NA	NA	NA	NA	40	NA
FT169	274.07827781751	274.078225256796	274.07836963193	546.9065	546.687	547.119	4	4	0	1	NA	NA	1773.07396840413	1749.62256663004	9179666.60305513	6978466.243769	5928958.02555093	3592596.48685715	169	NA	NA	NA	NA	NA	3	NA
FT170	274.141029682942	274.140682285801	274.141191033863	614.249	613.835	614.252	4	1	3	1	242773.153787601	242659.744394529	209821.269707591	193620.63314153	231090.069726566	NA	NA	NA	170	NA	NA	NA	NA	NA	41	NA
FT171	274.27392683592	274.273641022994	274.274128327144	474.498	472.53	475.146	4	0	4	1	26949594.0229687	652012.099880515	1307216.21860156	32490685.9546743	1112.11397060395	NA	8925.47800632479	NA	171	10	[M+H]+	3	253;135	273.267386943731	5	NA
FT172	274.273499157182	274.273354203908	274.27365137905	468.568	468.142	469.024	3	3	0	1	NA	NA	NA	3099504.00403226	112913.531479813	8078492.51404408	919208.117919264	13105779.9946364	172	NA	NA	NA	NA	NA	9	NA
FT173	275.05501302195	275.054981398639	275.055029345688	416.358	416.344	416.369	3	0	3	1	NA	489084.099760044	886977.401110937	1547764.42490445	NA	NA	NA	1835.39975623277	173	NA	NA	NA	NA	NA	59	NA
FT174	275.055069544176	275.055054859836	275.055084228516	435.015	434.799	435.231	2	0	2	1	NA	189340.523161206	617331.534828615	1120588.00884465	NA	NA	NA	NA	174	150	[M+H-CH2]+	2	232	288.062880227792	62	NA
FT175	275.080988906432	275.080911918499	275.081065894366	546.9065	546.695	547.118	2	2	0	1	NA	NA	NA	1198.71398347473	515609.40702163	387627.876341351	73325.9829643553	106443.033234497	175	NA	NA	NA	NA	NA	3	NA
FT176	275.159153710914	275.15906477233	275.159242649498	596.6965	596.695	596.698	2	0	2	1	390576.196365013	325417.458333337	25043.8895871407	6499.99710623603	NA	NA	NA	NA	176	27	[M+Na]+	3	121;15	252.175854344152	14	NA
FT177	275.159218457719	275.159135921655	275.159300993783	568.1735	568.172	568.175	2	0	2	1	350570.492664839	283771.419449223	4663.00407610211	16464.0093713378	NA	NA	NA	NA	177	NA	NA	NA	NA	NA	41	NA
FT178	275.199924155738	275.199542886465	275.200070088335	616.242	616.012	616.466	6	3	3	1	1987.71940193966	404325.100924486	685034.024281248	1770104.11371306	113369.768126348	494652.538015616	845351.684974436	2088727.75082953	178	NA	NA	NA	NA	NA	12	NA
FT179	275.276931110239	275.276691033388	275.2771015152	470.777	468.142	475.583	4	2	2	1	5157577.16566913	12156.1700053268	NA	5703789.72101853	16751.0675082861	1358406.06744507	115407.791033973	2329247.80139064	179	NA	NA	NA	NA	NA	9	NA
FT180	277.179332986664	277.179039302523	277.179706396661	576.083	576.07	576.098	8	4	4	1	1115602.49393964	1057097.18214063	1070531.95945312	1614975.4546044	1398204.50389915	1250492.76888137	1100055.6404871	1554396.36462571	180	NA	NA	NA	NA	NA	41	NA
FT181	277.179524378827	277.179085568041	277.179764215686	530.894	530.873	531.329	8	4	4	1	3048856.36179687	1567843.37042895	1739000.62863023	2243951.23578976	1485435.10443425	3506434.74637713	994073.509069028	2604064.057153	181	NA	NA	NA	NA	NA	41	NA
FT182	277.179711074356	277.179281172778	277.179800825036	540.095	540.088	540.114	7	3	4	1	526940.584378251	533313.527752609	439539.073049004	402528.245261724	374732.220041665	280710.21884766	252907.509835939	2357.44317724609	182	62	[M+H]+	3	262;66	276.172418111599	24	NA
FT183	277.21577567837	277.21539142316	277.216164005678	610.752	610.302	610.767	8	4	4	1	1074196.78935937	2101630.07208638	2247701.04456253	3660643.56656253	978651.056399133	1648801.84315934	2141145.40871877	3357727.03901251	183	75	[M+Na]+	3	241;329	254.237728233299	32	NA
FT184	277.215570364373	277.215095695883	277.216007880031	633.5725	633.117	634.001	8	4	4	1	1199943.30707528	3778822.19743433	6186451.59040614	15323035.7168182	1379029.38878979	4065689.11947661	7194420.20437966	16856256.401693	184	NA	NA	NA	NA	NA	11	NA
FT185	277.215911865234	277.215464742476	277.216053643143	573.894	573.457	576.073	3	1	2	1	32823.7466494979	262374.101158854	445460.489971653	1664833.31085479	22179.7557296318	12992.597627846	NA	1608776.73715349	185	60	[M+Na]+	2	243	254.235984410814	23	NA
FT186	278.183004859066	278.18244096753	278.183122464058	530.899	530.437	531.336	7	3	4	1	495400.267351173	240280.496586913	274831.992246093	394248.331911319	231822.73445595	613516.249708798	NA	446447.08780547	186	NA	NA	NA	NA	NA	41	NA
