Row.names	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	AME	AOH	ms_level	05_EB3388_AOH_p_0.mzXML	06_EB3389_AOH_p_10.mzXML	07_EB3390_AOH_p_20.mzXML	08_EB3391_AOH_p_60.mzXML	16_EB3392_AME_p_0.mzXML	17_EB3393_AME_p_10.mzXML	18_EB3394_AME_p_20.mzXML	19_EB3395_AME_p_60.mzXML	row ID	annotation network number	best ion	identified by n=	partners	neutral M mass	correlation group ID	auto MS2 verify
FT679	441.353692834717	441.353040155759	441.354318503038	709.485	709.474	709.926	8	4	4	1	1379729.93125708	1320066.79676208	1306344.38046806	1301907.43767401	1683593.70398011	1516039.97554064	1520522.40306391	1327531.05452344	679	NA	NA	NA	NA	NA	41	NA
FT680	442.299168860239	442.29858243043	442.299385727645	730.0875	728.797	730.554	8	4	4	1	910562.218257086	770313.292746442	557281.349273445	577129.243013983	900879.531292596	1134233.81125896	1051805.5129397	893305.155626962	680	NA	NA	NA	NA	NA	17	NA
FT681	442.357034706225	442.356461163995	442.357764378329	709.485	709.474	709.926	8	4	4	1	301200.221506946	301293.171380205	311440.065550001	304721.622923435	403754.964261364	336614.534840278	334783.449014065	289095.258916407	681	NA	NA	NA	NA	NA	41	NA
FT682	443.333186334887	443.332756199622	443.333915411157	674.601	673.927	677.879	8	4	4	1	2244753.05327717	2128818.99762766	2873818.87782553	2532087.05760402	2673298.46820672	2805215.64962468	2956280.08329813	2955468.08866446	682	43	[M+Na]+	2	674	420.343967199625	19	NA
FT683	444.336466858992	444.336126533812	444.337213507125	673.947	673.931	677.454	6	4	2	1	NA	11284.3293399834	605653.39205445	615408.157490812	625009.555414791	729709.426832149	702958.814655796	717816.649057136	683	107	[M+H-HCOOH]+	3	777;778	489.347244612258	40	NA
FT684	448.217223907937	448.216673629394	448.217918169067	501.7025	501.472	501.937	8	4	4	1	3335156.09243075	3642722.149924	2949885.52663563	2652783.60689595	2320011.35094741	2519654.60578338	2132829.08144425	1907351.64075	684	141	[M+H+NH3]+	3	661;691	430.183420398612	43	NA
FT685	448.305481179554	448.304486291787	448.305747299504	548.442	547.112	550.637	7	3	4	1	1259294.83882187	1522105.96533617	1650353.32099609	2214095.81328863	1225476.75079218	NA	1488014.0434056	2088481.11834313	685	128	[M+H]+	5	686;813;660;538	447.29676649083	41	NA
FT686	448.305092742075	448.304460728703	448.305617025714	556.569	555.47	558.089	4	2	2	1	NA	10732.1791575816	688424.641701562	1742157.01449663	22459.1054371448	37279.2740024413	600593.688105766	1613137.49490012	686	128	[M+H]+	5	685;813;660;538	447.29676649083	41	NA
FT687	449.220636916843	449.220049835122	449.22134910463	501.493	501.472	501.937	8	4	4	1	695258.03004652	791641.829629261	631512.2381237	529833.090267048	454265.451323439	500609.069116407	399487.298260418	355303.700941407	687	NA	NA	NA	NA	NA	43	NA
FT688	449.308991415291	449.308962433936	449.309020396647	547.7815	547.55	548.013	2	0	2	1	144219.333793945	366627.582358473	409887.534976562	518047.897229005	4295.82907714844	NA	NA	NA	688	9	[M+H-H2O]+	3	706;733	466.313052191125	3	NA
FT689	450.32058874171	450.319920280514	450.321134213225	617.34	615.128	620.398	7	3	4	1	824486.382060196	731076.507518159	597166.705166989	415842.324068511	732653.172715298	572615.721237499	554617.206705076	3551.81997725184	689	126	[M+Na]+	13	658;690;704;712;732;383;638;639;602;603;212;213	427.343196641239	41	NA
FT690	450.321125662128	450.321017500781	450.321198698621	558.085	558.082	558.108	3	0	3	1	366607.948382811	392027.229945311	398740.19923786	157430.763987793	7529.82428515625	NA	2237.29101808216	22444.1191132812	690	126	[M+Na]+	13	658;689;704;712;732;383;638;639;602;603;212;213	427.343196641239	41	NA
FT691	453.172576006868	453.172007688627	453.173259339377	501.7025	501.472	501.937	8	4	4	1	2318493.60783665	2172240.69994709	2379610.53751703	2288663.80202876	2072932.21931462	2547602.5226772	2066663.23777841	2003140.06347976	691	141	[M+Na]+	3	661;684	430.183420398612	43	NA
FT692	454.175962191104	454.175355317356	454.176675745773	501.917	501.475	501.937	8	4	4	1	487250.268264066	464345.627330966	500322.214451708	488851.901339491	423082.441404689	535446.349990057	385905.414374999	402042.605028128	692	NA	NA	NA	NA	NA	43	NA
FT693	454.291959587146	454.291420250347	454.292511507598	672.6115	672.181	672.636	8	4	4	1	1251155.76880504	920387.82367045	756091.992755861	653084.426484375	1493699.49139027	983234.264765306	762124.135695305	654784.248817193	693	104	[M+Na+K-H]+	9	618;149;744;719;720;780;574;480	393.335071060765	40	NA
FT694	455.187141562092	455.186948172812	455.187334951373	674.8055	674.804	674.807	2	0	2	1	655885.845075786	656056.28716563	36835.5990214842	7205.03741503903	NA	NA	NA	NA	694	NA	NA	NA	NA	NA	19	NA
FT695	455.369355513	455.368642459839	455.370107761731	719.1405	719.123	719.555	8	4	4	1	451711.919339493	405565.025900787	460259.082669026	445379.442365061	557958.762517181	609755.17763673	530751.83180397	526319.160568175	695	NA	NA	NA	NA	NA	33	NA
FT696	455.383304597273	455.382486817329	455.383928009708	618.443	617.776	619.952	8	4	4	1	1292780.46858333	1325950.46102539	1462255.75810726	1569340.59618511	2362286.40612696	2526972.05722655	2534136.94231932	2178164.96914712	696	NA	NA	NA	NA	NA	28	NA
FT697	456.386510644164	456.386028920218	456.387328838427	618.64	617.776	619.519	7	4	3	1	2487.52062734376	270883.348349393	327632.188968747	399130.218588866	606895.408012489	594321.837801571	631483.046543533	548387.855366474	697	NA	NA	NA	NA	NA	28	NA
FT698	457.348488499927	457.348199886988	457.349135130975	687.102	686.664	687.115	6	4	2	1	286219.69442014	881563.685980285	2324819.35600437	2008613.44243148	2264450.0333095	2283905.21606719	1899209.25245936	2171467.20391765	698	NA	NA	NA	NA	NA	41	NA
FT699	457.348542952005	457.348128204721	457.348916775373	696.32	696.309	696.326	4	2	2	1	259265.279368785	434613.383136851	509084.974736802	341279.411917609	668399.172637112	1192837.99075189	331390.393732815	337160.65894023	699	NA	NA	NA	NA	NA	31	NA
FT700	460.268673179544	460.268106514592	460.269132192217	549.5365	549.309	549.768	8	4	4	1	2596953.90442385	1724829.95720453	1324566.3174034	2043421.4617588	1248855.31233006	1125228.7948125	1245923.33595376	472397.970055555	700	NA	NA	NA	NA	NA	41	NA
FT701	461.272457603466	461.2718398466	461.272674604954	549.742	549.309	549.768	7	3	4	1	704715.347077479	479855.083733673	347584.549060548	541373.827491487	320798.178250002	276013.726723095	335616.280969923	NA	701	NA	NA	NA	NA	NA	41	NA
FT702	464.312052332255	464.311669516878	464.31246343639	697.21	697.188	697.626	5	2	3	1	337326.555972657	276504.500253415	306786.871531427	84279.2980468313	360581.513028516	295289.417896273	105358.899130354	75565.2949875749	702	74	[M+H-H2O]+	4	725;752;773	481.315839814313	31	NA
FT703	464.357565933441	464.357052079608	464.358032532381	665.155	665.15	665.176	4	1	3	1	243736.704405384	239535.336857143	231473.12583594	105679.684279973	147044.15821875	3936.3432678786	7935.47297974536	NA	703	NA	NA	NA	NA	NA	40	NA
FT704	466.315724296816	466.315006900003	466.316315585731	549.533	547.112	550.644	8	4	4	1	1357168.2410586	1441420.74796224	1458180.56434896	1756059.23651986	1160471.53118748	1161860.13064973	1263113.55672395	1622113.34619375	704	126	[M+K]+	13	658;689;690;712;732;383;638;639;602;603;212;213	427.343196641239	41	NA
FT705	466.408721648585	466.408349455113	466.409212466284	695.002	694.99	695.016	8	4	4	1	822379.544571429	809213.147545075	719483.356103365	554560.102142125	848386.885714843	637998.988791009	595521.965197115	463255.109281851	705	26	[M+H+NH3]+	2	709	448.374154995356	13	NA
FT706	467.319553849521	467.319518390268	467.319589308774	548.2275	548.013	548.442	2	0	2	1	241026.224896052	316202.659433352	323868.426825287	416603.995094404	NA	9098.77014897311	NA	NA	706	9	[M+H]+	3	733;688	466.313052191125	3	NA
FT707	469.312665853605	469.312000623961	469.313495626957	665.162	665.15	665.176	8	4	4	1	346321.621309369	363648.726025003	367511.262605954	405343.925497163	396628.627196485	390478.579528118	356437.07830029	396698.520136287	707	NA	NA	NA	NA	NA	40	NA
FT708	469.383772370602	469.383725768625	469.38432169001	730.533	730.531	730.554	3	3	0	1	5241.93542919919	47502.4539177243	104553.034277848	4911.25106647357	320521.116553976	317595.650305395	314243.521977732	317375.898173153	708	NA	NA	NA	NA	NA	17	NA
FT709	471.36410927979	471.3636850481	471.364568178924	695.002	694.99	695.016	8	4	4	1	1411969.73485714	1263186.42076713	1358770.11594291	1106038.85076049	1853110.43216097	1548937.54285714	1410294.89959125	1063026.80694712	709	26	[M+Na]+	2	705	448.374154995356	13	NA
FT710	472.302490722112	472.301951755174	472.303070890919	560.0645	557.64	561.607	8	4	4	1	2707543.96130312	2851738.33680857	2631843.90005817	2525971.93977343	2821958.43047424	2344938.43104723	2286876.20738605	2305116.97375781	710	91	[M+Na]+	3	666;629	449.31447441297	36	NA
FT711	472.302080716264	472.301679659098	472.302905972132	618.6485	615.128	620.41	8	4	4	1	4224635.712	4205983.99082228	3759568.3901953	2838644.09636351	4803069.07526337	3685790.43301561	3645837.61145181	2893051.92401366	711	68	[M+H]+	2	735	471.294831638811	28	NA
FT712	472.303109314228	472.302526133889	472.303202725207	519.027	518.147	521.223	3	1	2	1	385558.22771094	409482.320111171	374622.960946887	258394.147795237	413559.961748437	1370.24085896547	NA	NA	712	126	[M+2Na-H]+	13	658;689;690;704;732;383;638;639;602;603;212;213	427.343196641239	41	NA
FT713	472.367457592372	472.366991396839	472.367760488128	694.9955	694.99	695.016	6	3	3	1	358920.404216974	264668.306273429	323953.681609377	115510.933219581	475556.093398432	416916.418498042	367907.098893111	117865.482387061	713	NA	NA	NA	NA	NA	13	NA
FT714	473.306010571631	473.30546014153	473.306609697639	560.0645	557.64	561.607	8	4	4	1	776247.973892467	789738.72908547	662729.215546612	683650.157708856	807560.184964518	593066.484944278	612572.512336418	629792.685640622	714	NA	NA	NA	NA	NA	36	NA
FT715	473.30554488236	473.305053872072	473.306327075738	618.6485	615.564	620.848	8	4	4	1	1230696.05436143	1168357.66665601	980735.84713476	764582.156850584	1320564.9820795	966492.584800003	1006018.96768997	783320.740141929	715	NA	NA	NA	NA	NA	28	NA
FT716	476.248403792646	476.247815011113	476.249175162779	501.7025	501.472	501.937	8	4	4	1	722812.155006255	628127.023682814	702593.909486982	673899.558706053	581247.204467118	765086.875312498	660636.424521154	577853.571736324	716	142	[M+K]+	2	807	437.278164338283	43	NA
FT717	476.273914283009	476.273508215985	476.2744140625	672.6115	672.181	672.636	6	3	3	1	487989.636067116	291225.24021387	246135.514218749	47156.2015741348	533838.646421879	334944.20738379	287180.690277781	3077.81560395341	717	NA	NA	NA	NA	NA	40	NA
FT718	476.306415584676	476.305863135214	476.306999929214	295.021	294.793	295.255	8	4	4	1	1200910.027972	778744.611102389	1332407.0355193	891670.704781249	606026.673399128	612195.795143064	538563.377768069	686693.381590678	718	NA	NA	NA	NA	NA	64	NA
FT719	478.291849997138	478.290747087618	478.292513704187	653.753	653.741	653.768	8	4	4	1	326614.49041536	526919.512624994	656906.377477281	767081.394316419	345169.976801219	470471.925799991	558052.510318357	572754.622318189	719	104	[M+K+HCOOH]+	9	618;693;149;744;720;780;574;480	393.335071060765	40	NA
FT720	478.291783070505	478.291082295273	478.292408236063	660.9955	660.767	661.231	8	4	4	1	484414.824082022	726792.052448857	836393.627959364	1302124.47985546	666564.702132818	792647.636089069	944182.51955782	1352488.20096092	720	104	[M+K+HCOOH]+	9	618;693;149;744;719;780;574;480	393.335071060765	40	NA
FT721	480.30738398286	480.30689945687	480.308003375201	678.3355	678.318	678.783	8	4	4	1	546800.752971351	644424.431437498	695700.573482023	952551.712476846	682819.664239455	709715.600232417	791118.511468742	993522.657081232	721	105	[M+H]+	6	722;746;748;768;774	479.298975521292	40	NA
FT722	480.307549234235	480.307057089798	480.308096162748	671.753	671.739	672.178	6	3	3	1	1371.66227755738	224319.372	296427.052585446	415020.676833985	153260.030596436	201379.361551755	271298.242745227	313671.965049479	722	105	[M+H]+	6	721;746;748;768;774	479.298975521292	40	NA
FT723	480.424475940685	480.423962208406	480.425106130793	704.669	704.644	705.102	8	4	4	1	684188.946620189	507346.11350703	444736.450218748	367788.606967333	654816.144984369	479752.192161459	388386.864823859	296568.119091796	723	127	[M+K]+	2	754	441.454348858073	41	NA
FT724	481.374823720874	481.374389781923	481.375231023771	727.4635	727.032	727.482	8	4	4	1	760841.234134621	509498.297688923	308903.226261287	284257.278179254	413967.975958333	281133.17655209	185299.131536463	263972.116780821	724	NA	NA	NA	NA	NA	2	NA
FT725	482.322394524938	482.32208434614	482.32292405351	697.2045	697.188	697.626	8	4	4	1	5434351.84119673	4599301.54450142	4389171.93410945	3233903.7638012	5386272.81846588	4880317.08862952	4209362.82365978	3020551.94501761	725	74	[M+H]+	4	752;773;702	481.315839814313	31	NA
FT726	482.403877915726	482.403480990198	482.404469766222	674.821	673.929	675.27	8	4	4	1	3113329.19809919	3051101.23736306	3304781.90399996	2977971.80517021	2838983.95041743	2789702.45591891	2714045.55493302	2764452.46714487	726	46	[M+H]+	3	764;674	481.387715956032	19	NA
FT727	483.325825274567	483.325445696023	483.326469930157	697.209	697.188	697.64	8	4	4	1	1383003.0471456	1176335.87864276	1112282.52836224	894596.178472659	1343767.95775852	1299768.73885714	1068206.63778906	783779.726921235	727	NA	NA	NA	NA	NA	31	NA
FT728	483.407380868834	483.406891374383	483.408141546777	674.825	673.931	675.27	8	4	4	1	815917.230704981	795448.038304682	881591.491903764	771332.260855258	763980.632291992	705959.792516285	705271.661681302	740556.460969673	728	NA	NA	NA	NA	NA	19	NA
FT729	485.379517767669	485.379278958889	485.380267467351	704.668	704.644	709.914	9	4	4	1	1162618.50082331	974791.610851238	974427.807617193	822097.423017579	1472953.72543448	1196102.52755889	1079067.85835576	838612.621617187	729	NA	NA	NA	NA	NA	41	NA
FT730	486.382956708505	486.382676017005	486.383585277572	704.668	704.649	705.086	3	2	1	1	309617.829066407	19372.2319104167	22162.8973279903	7238.70551225756	378693.590756251	309524.050318358	269295.135372266	164685.123411234	730	NA	NA	NA	NA	NA	41	NA
FT731	487.359248670599	487.358903297229	487.360099465125	675.26	673.931	676.124	7	4	3	1	999904.75797032	985135.350399501	338640.076531148	1186345.41136204	572095.742141612	1372775.47594491	755026.018981771	1456178.12279843	731	45	[M+Na]+	2	726	464.370037752308	19	NA
FT732	488.297643479394	488.296934402392	488.298179795937	549.0945	547.548	550.637	8	4	4	1	1283730.00241729	1521141.03110548	1494444.07453516	1761034.54559519	1457433.13149794	1256184.76350114	1350611.32924154	1671585.24205728	732	126	[M+Na+K-H]+	13	658;689;690;704;712;383;638;639;602;603;212;213	427.343196641239	41	NA
FT733	489.30145009145	489.300491847671	489.30166274529	547.996	547.112	550.637	4	1	3	1	257325.543235245	341569.360278414	165648.186796875	459328.174832597	9887.06631729125	NA	NA	441184.900282812	733	9	[M+Na]+	3	706;688	466.313052191125	3	NA
FT734	490.263755489417	490.263663077879	490.264680402888	501.936	501.918	501.937	3	2	1	1	NA	NA	225873.411160713	5134.3379996745	149183.465716146	299242.176432291	243247.166583987	72386.9702836916	734	143	[M+Na]+	2	807	467.281529426797	43	NA
FT735	494.284090022631	494.283548264678	494.285012447967	618.653	615.564	620.854	6	3	3	1	553039.209451562	538213.155210575	444312.196667966	170115.010085413	498474.412995946	574151.174666012	566016.887759766	454869.579334375	735	68	[M+Na]+	2	711	471.294831638811	28	NA
FT736	494.439963903296	494.439412154862	494.440410228279	716.491	716.074	716.929	8	4	4	1	587978.900165872	592249.908928381	496034.202697271	403935.803368818	554090.576088866	506634.134058923	467210.321722361	404324.91758594	736	76	[3M+2Na]2+	2	484	314.285855378704	33	NA
FT737	495.379375943102	495.378998625042	495.379792317001	706.8565	706.399	706.871	6	3	3	1	1200188.0756966	770598.246332452	563553.639628912	31928.5450355902	383218.956133927	298760.251600443	147025.325584372	6702.44621762875	737	NA	NA	NA	NA	NA	41	NA
FT738	496.338591541631	496.338094914122	496.339231106628	677.229	676.586	678.757	8	4	4	1	4550729.15794918	4250489.22009766	3036062.29463768	3219749.50547806	6097605.62778714	3296194.79014726	3632606.54515363	3897019.77301876	738	NA	NA	NA	NA	NA	40	NA
FT739	496.38286716323	496.382843194992	496.3832984234	706.862	706.399	706.871	3	0	3	1	362184.537551337	232678.977958337	157573.032006247	16197.3214884375	106148.488484225	5644.31521562501	31632.7601425	1745.70641484375	739	NA	NA	NA	NA	NA	41	NA
FT740	496.41965599841	496.419144271701	496.420015415407	687.5355	687.115	687.559	4	1	3	1	1565650.25628581	1602699.98267188	1650282.77975741	1781628.17719116	981580.513623398	846906.963307278	571306.48074499	688980.898339533	740	NA	NA	NA	NA	NA	41	NA
FT741	496.419569940171	496.419467882764	496.419671997578	696.101	695.867	696.335	2	0	2	1	316492.978646707	651471.935362094	295785.08252734	659425.119869139	163196.301334472	283278.89232101	94615.0552325612	76243.5295273436	741	NA	NA	NA	NA	NA	31	NA
FT742	497.342068522398	497.341539585471	497.342751893229	677.009	676.577	678.757	8	4	4	1	1519490.20246633	1160347.88953314	724464.881404847	482743.899534722	1513632.15802995	851671.279848263	921322.445620866	777395.793023438	742	NA	NA	NA	NA	NA	40	NA
FT743	499.395267658895	499.394683895443	499.3958311111	716.4965	716.483	716.951	8	4	4	1	1063206.38670674	961384.091823926	1072042.41257143	948885.820664625	1391514.31910966	1343662.40591767	1200135.01159857	1051072.84309766	743	80	[M+H-CO2]+	3	797;634	542.399774111017	33	NA
FT744	500.273235721608	500.273058329466	500.274042860329	661.221	661.21	661.222	3	2	1	1	1855.39511708647	NA	2919.26306472252	338954.669466402	58767.1015199353	164924.465619343	225613.455428572	336713.48654648	744	104	[M+K+NaCOOH]+	9	618;693;149;719;720;780;574;480	393.335071060765	40	NA
FT745	500.398274611988	500.39827328569	500.398555944953	716.492	716.055	716.512	3	3	0	1	1437.98320004882	NA	NA	5097.05362186823	340182.970431244	347009.007146485	300305.157738457	239089.26428598	745	NA	NA	NA	NA	NA	33	NA
FT746	502.289099956969	502.288722781024	502.289760471263	678.332	678.322	678.783	4	2	2	1	5080.32561762154	45634.0497370381	220580.820805662	296240.506241315	201695.163069481	45819.099524048	246604.172407228	298623.39523242	746	105	[M+Na]+	6	721;722;748;768;774	479.298975521292	40	NA
FT747	502.291649246965	502.291021473296	502.292472910997	659.902	659.888	660.323	8	4	4	1	1842585.21740625	3052566.53908061	3742195.96829829	5816318.02067332	2344761.81786541	3353072.17149056	4347294.71811008	6155345.0989868	747	69	[M+H]+	2	767	501.284414672308	29	NA
FT748	502.291743614451	502.290848162306	502.29248248061	653.747	653.319	653.768	6	3	3	1	1253826.98983893	1302839.29277557	2713156.87885715	3310352.60228572	1282092.66782194	NA	2432399.08076023	2741348.40514286	748	105	[M+Na]+	6	721;722;746;768;774	479.298975521292	40	NA
FT749	503.295162651351	503.294518263783	503.296025423354	659.8965	659.885	659.912	8	4	4	1	480327.121222267	790607.545189069	999712.464154695	1577470.26957352	568607.676169264	911015.895262507	1173111.10153018	1687422.87399455	749	NA	NA	NA	NA	NA	29	NA
FT750	503.295323808163	503.29429171755	503.296002876328	653.7455	653.319	653.768	8	4	4	1	296477.209908417	554544.675279942	688495.052771499	828157.803663722	323751.37353516	490377.380620651	647330.460370732	738449.722179697	750	NA	NA	NA	NA	NA	40	NA
FT751	504.23979254704	504.239156066715	504.240263528192	616.445	615.128	619.957	3	1	2	1	923492.534990446	539128.837955991	335601.934493165	177184.872893096	439915.687096734	21009.8472294061	NA	NA	751	NA	NA	NA	NA	NA	12	NA
FT752	504.304334674147	504.303995479411	504.304796277531	697.201	691.065	697.626	9	4	4	1	2877003.0415696	2804801.85586562	2393457.97441766	1752733.70694321	2996776.88669885	2798899.3695427	2267048.09663565	1661101.85137502	752	74	[M+Na]+	4	725;773;702	481.315839814313	31	NA
FT753	505.307709399652	505.307359670718	505.308324485901	697.2045	697.188	697.626	8	4	4	1	710610.423535866	661635.459428572	605245.021967685	409120.907183592	749474.609908198	670754.350130204	562914.84120117	370238.031384376	753	NA	NA	NA	NA	NA	31	NA
FT754	510.435098692849	510.434803390419	510.435804070365	693.246	693.234	693.279	8	4	4	1	1079812.66820117	938861.881010937	817793.482652653	577832.723240689	1053646.48541685	778339.093381985	676789.612850969	489065.669913467	754	127	[M+Na+HCOOH]+	2	723	441.454348858073	41	NA
FT755	512.282622557866	512.282468028271	512.282777087461	644.9665	644.965	644.968	2	0	2	1	526693.782578128	505521.349739589	19141.001278774	4629.50532240519	NA	NA	1730.77412430248	NA	755	NA	NA	NA	NA	NA	41	NA
FT756	513.41073785863	513.410461888573	513.411685054793	725.494	725.267	725.725	6	4	2	1	273154.395912757	1931.55507950265	283180.675937503	56046.3657739089	407058.604960941	379181.070715906	342842.958906253	308476.538839065	756	NA	NA	NA	NA	NA	39	NA
FT757	515.390474379654	515.390060055477	515.391203229141	693.246	693.234	693.279	8	4	4	1	701067.127449513	539548.622083334	595094.232247603	457689.441425785	925663.978507204	766798.203985883	652325.338528853	467501.147737986	757	113	[2M+Na+K-H]+	4	77;250;251	227.225746953116	41	NA
FT758	517.227374979186	517.226624384239	517.228007230602	515.5265	515.514	515.541	8	4	4	1	221826.54905357	235050.535589846	261021.252240456	249079.955976565	311472.840208336	554520.892857423	428326.452674018	421587.350093753	758	130	[M+H]+	9	759;139;788;782;102;102;599;434	516.225994542125	41	NA
FT759	517.237935614918	517.237791817158	517.238079412678	644.9665	644.965	644.968	2	0	2	1	498956.805695321	540700.058532221	3205.77883821617	6083.46096378585	NA	NA	NA	NA	759	130	[M+H]+	9	758;139;788;782;102;102;599;434	516.225994542125	41	NA
FT760	518.320374899939	518.320025683426	518.321046032165	677.003	676.577	678.783	7	4	3	1	2689.36317143951	1719550.93136097	1470199.82313005	1284272.4811415	1940763.24114258	988336.65479568	900508.532571429	926388.291539346	760	NA	NA	NA	NA	NA	40	NA
FT761	520.332743652288	520.332049002778	520.333291849615	309.283	308.857	309.715	8	4	4	1	845102.303147976	727849.870396874	1055195.93819922	809715.302454926	477509.697396335	535534.9273138	455160.047311521	587803.24344727	761	NA	NA	NA	NA	NA	65	NA
FT762	520.339094702913	520.3384595752	520.339844475775	655.952	655.501	656.816	5	2	3	1	1083887.49090667	1276453.15155715	1426910.20264114	1345608.34887644	1174315.61926757	1118799.90993164	4625.41195582339	NA	762	NA	NA	NA	NA	NA	22	NA
FT763	520.338640541498	520.338338367432	520.339284483651	664.278	663.851	665.154	5	3	2	1	NA	944064.737753124	184998.188720052	1414057.33039323	1420867.83280571	954607.551411586	34288.9925785714	1398893.55325312	763	NA	NA	NA	NA	NA	40	NA
FT764	522.354284437213	522.353809349515	522.354919433594	675.4665	674.811	676.569	8	4	4	1	1024931.48569531	1312270.94249539	1257089.14298412	1258610.43730959	1164254.23836875	1187734.95885645	1210632.25731434	1069462.64834531	764	46	[3M+2Na+2K-H]3+	3	726;674	481.387715956032	19	NA
FT765	522.354223179497	522.353782758883	522.354691307528	683.149	682.709	684.462	7	4	3	1	85450.080706081	1299709.20908896	1363003.41789062	1678637.61759374	2015349.76877811	1411809.73987982	1787106.23393554	1988481.35196709	765	106	[M+K]+	2	800	483.391786332067	40	NA
FT766	523.322568739495	523.321836630127	523.323141450668	691.052	691.04	691.066	8	4	4	1	301377.761453132	296738.105835939	279868.259405271	307990.97211371	240071.711367187	278652.300824656	237432.899762837	244070.26284033	766	84	[3M+Na+K]2+	4	476;566;461	328.23766449298	35	NA
FT767	524.273694810322	524.27299402123	524.274571514933	659.8965	659.885	659.912	8	4	4	1	393576.82203027	803117.815464069	939311.087084382	1488432.30820171	546259.312365629	857904.141301491	1083602.21154972	1530043.54376847	767	69	[M+Na]+	2	747	501.284414672308	29	NA
FT768	524.273627419852	524.272893201288	524.274680904179	653.748	653.741	653.768	7	4	3	1	340500.660194441	658967.778906243	799786.087928277	590041.882807111	368652.246766497	560347.721698427	714705.076950276	779335.907161729	768	105	[M+2Na-H]+	6	721;722;746;748;774	479.298975521292	40	NA
FT769	524.369660979523	524.368985577491	524.37011170324	704.439	703.334	707.28	8	4	4	1	5314458.86287079	2742023.84181816	4664611.04548442	3128786.03935097	8424436.78985551	7611602.54378155	6763734.15422283	6052041.80516301	769	NA	NA	NA	NA	NA	41	NA
FT770	524.450746354902	524.450285376799	524.451351058452	702.022	702.011	702.038	8	4	4	1	1188894.15726864	957908.380740692	761582.796953126	600408.875973552	1151722.68810853	809945.33003348	661039.284262311	470716.281766337	770	129	[M+Na]+	2	791	501.4721111109	41	NA
FT771	525.276722220594	525.276498143405	525.277429973418	659.902	659.891	659.912	5	3	2	1	NA	7913.34388476562	225093.754907226	373180.274490628	87077.7504272461	184517.635654015	256073.652293407	384523.309734373	771	NA	NA	NA	NA	NA	29	NA
FT772	525.372718807038	525.372504690465	525.372944141843	703.3475	702.898	703.77	4	4	0	1	75977.7532055659	602931.919179684	422903.533592045	72529.7890050777	2378818.60847618	2167834.6627869	1128182.7834059	1714890.88432564	772	NA	NA	NA	NA	NA	41	NA
FT773	526.286373444825	526.286108689239	526.286888327033	697.2005	696.759	698.061	8	4	4	1	886590.079932138	659846.333540627	632108.698104072	445482.133447451	840426.858593744	718264.414690099	611434.904589842	505186.129839851	773	74	[M+2Na-H]+	4	725;752;702	481.315839814313	31	NA
FT774	526.292026041521	526.291342128445	526.292492678366	659.031	659.016	659.472	6	3	3	1	NA	178178.613809898	292710.150857143	624694.821566011	180323.220549622	234316.144947538	361735.201301266	715632.66489258	774	105	[M+H+HCOOH]+	6	721;722;746;748;768	479.298975521292	40	NA
FT775	526.430120863412	526.429605306785	526.430743629534	674.81	673.943	677.437	8	4	4	1	3239400.6093707	3385134.3436712	3649438.42971424	3197672.33545229	3127732.01173291	3058042.9551844	3005164.09113429	3055919.75282071	775	47	[M+H+NH3]+	3	781;220	508.401304976041	19	NA
FT776	527.433408029392	527.433188690136	527.434276254329	674.829	673.929	676.121	7	4	3	1	1027753.83588486	515939.351628901	410655.714028988	927886.769548514	865874.285754526	878084.774811273	881762.626924336	895573.355974706	776	NA	NA	NA	NA	NA	19	NA
FT777	528.307024700485	528.306804286902	528.307977884685	667.803	667.791	668.248	7	4	3	1	NA	376039.981054688	456880.633376169	791858.552920458	255589.527194824	414817.170286334	560407.170062507	815413.857065631	777	107	[M+K]+	3	778;683	489.347244612258	40	NA
FT778	528.307443014452	528.306930709703	528.307921423049	661.873	661.656	662.105	6	3	3	1	NA	184249.485648435	278768.657768554	346645.317830727	81404.3246482567	168674.376724612	219367.617160716	276161.646401366	778	107	[M+K]+	3	777;683	489.347244612258	40	NA
FT779	529.406188026131	529.405671567689	529.406823711776	702.022	702.011	702.038	8	4	4	1	868920.127483266	641440.050333343	660614.766083831	529536.336612976	1120659.55560217	840291.254127397	695559.77127403	579065.858560091	779	133	[M+H-COCH2]+	4	822;369;675	570.390886735665	41	NA
FT780	530.323120788776	530.322390150967	530.323569079556	681.3985	675.699	681.419	4	2	1	1	44189.0002040835	76117.3610973307	186629.146983778	340255.857921001	53630.2887999132	39771.9911495045	206273.443832025	382130.143945306	780	104	[M+Na+CF3COOH]+	9	618;693;149;744;719;720;574;480	393.335071060765	40	NA
FT781	531.385340322471	531.385010951541	531.386210887817	675.2555	673.931	675.27	6	4	2	1	2251.90819058806	44356.3659069167	585622.588750003	578007.646835934	624956.314443125	666419.044764602	662314.613964619	732054.154836755	781	47	[M+Na]+	3	220;775	508.401304976041	19	NA
FT782	534.253940599397	534.253112859325	534.254476560633	515.5265	515.514	515.541	8	4	4	1	3735874.87466761	3922436.37456392	3334391.66601562	3015262.70454065	3115473.02641832	4418804.94383949	3409166.1969503	3228289.90354048	782	130	[M+H+NH3]+	9	758;759;139;788;102;102;599;434	516.225994542125	41	NA
